2.380791311146728262e+00 1.890657162956655313e+00 4.039609695684729523e-02 9.200240126763269198e-05 1.685162040226995093e-05 2.962831652208757216e+00
3.520572219516706181e+00 2.411984964442650980e+00 8.031057995895188317e-02 2.013671152193654529e-05 8.194173185392593329e-04 1.958906717039595957e+00
7.371547847916204432e-01 2.583994241432855166e+00 4.400363057722146698e-02 7.212885992572478245e-05 8.366591038506866090e-05 2.038394337411536750e+00
2.671632646198518479e-02 1.914850959456758650e-01 1.054126514993337753e-02 4.572002552476451332e-06 5.888810847998094018e-04 6.577497245199274145e-01
9.836873072691881825e-01 2.444857344691684808e+00 7.696797658382238672e-02 3.970129183801892519e-05 2.137573979486891043e-04 2.227176997153895055e+00
2.748394885170587720e+00 1.076460231301528347e+00 3.070191349638172820e-02 3.642012602713735501e-05 4.867175409136221707e-04 5.368904706107814340e-01
8.205258518323432781e-03 1.396304886660144629e+00 2.134921045575551013e-02 5.598080636124514143e-06 2.807600588893786322e-04 2.018332717836395229e+00
4.147197931851485997e+00 8.860813205566808737e-02 8.063693191035563312e-02 3.030524840568561400e-05 8.570748128842592406e-04 2.660720120886536755e+00
1.493204356088341900e+00 1.925678481237353523e+00 5.692233866203763593e-02 2.372503869928468666e-05 9.623276954378951137e-04 1.968299483723127130e+00
4.743743835199479619e+00 4.455821428368537118e-01 2.578721748603944944e-02 9.211988631269464058e-05 3.005678781040717253e-04 1.117953572507873528e+00
1.369061699335534676e+00 2.480448361772474186e+00 2.980632859805255885e-02 1.271384362360914511e-05 1.109997564562582547e-04 2.757668216007808759e+00
2.807873054101722721e-01 5.076256442462229179e-01 3.330980312962566331e-02 5.617589820240100946e-05 8.331506209296854395e-04 2.912516127218304884e+00
2.365290449720685473e+00 2.020639624282413838e+00 3.176426119412317783e-02 5.150552966168349292e-05 3.736037800924463492e-05 2.240212768788598652e+00
2.676888119908713115e+00 2.016140472768212621e+00 8.425214599253491587e-02 8.230049899159340107e-05 9.814490657916732311e-04 2.186634863097554948e+00
5.467456393396796788e-01 9.845275128044651547e-01 6.233229674771531559e-02 1.281137680373947214e-05 3.907801346059670746e-04 1.161064387269458820e+00
6.821181001323689541e-01 1.252833299530476729e+00 6.790929437366369226e-02 9.298024722228823515e-05 6.592940810076863920e-04 1.841785641799102535e+00
8.579301603950223454e-01 2.950321626347652160e+00 7.666584441753110379e-02 6.921189742550124696e-05 4.764582684551953271e-04 1.691454614266255430e+00
4.139692826837798600e-01 8.908734006198356647e-01 2.538952548010387205e-03 9.886450316203782636e-05 3.616566043112312860e-04 1.950403089179196137e+00
3.767777797715559096e+00 1.411023094749873863e+00 9.791353818794795716e-02 9.810319300045089973e-05 4.882591522978822068e-04 1.369935020501347189e-01
3.916916015078419910e+00 1.538012067004425720e+00 2.224254523161295263e-03 7.263445027047643143e-05 6.051292475052499507e-04 2.931529071199642900e+00
2.990422476975870936e+00 1.223003589604062302e+00 1.148876352936514279e-02 1.617737377034937890e-05 7.366155322870143046e-04 2.499907097834120240e+00
1.752093951248410164e+00 1.693210380997409059e+00 2.080229420832066176e-02 1.458997537659212378e-07 2.250420972640925367e-04 4.466339754261995365e-01
4.107943303361073717e+00 2.569549299935777187e-01 2.054995635926528882e-02 4.218249927467831951e-05 9.140185863258408006e-04 8.525135137827408727e-01
1.559502348821967921e+00 2.270403142334160407e+00 4.710845949183677800e-02 9.130058311861746203e-05 5.136594466319411439e-04 8.284598981857177469e-01
4.478560527595930374e+00 1.836473370260348181e+00 4.560854210526096852e-02 8.294970090640231628e-05 3.302436555765454447e-04 6.138491601802152919e-01
