2.971954438585600489e+00 1.007438371341044858e+00 2.760542203482528947e-02 4.503037458891771252e-05 9.092100123945467917e-04 2.408224132923322713e+00
2.971954438585600489e+00 1.007438371341044858e+00 2.760542203482528947e-02 4.503037458891771252e-05 9.092100123945467917e-04 2.408224132923322713e+00
6.538131268192198808e-01 1.282153937365845708e+00 1.937709075915220597e-02 9.087960461678913526e-06 8.464212588830715344e-04 7.736565570173817852e-01
4.617756396142598696e+00 7.013216628659544316e-01 5.715241562151972959e-02 2.339283111906441834e-05 4.016640770203421256e-04 3.354519391304612297e-01
7.499167819364827015e-01 1.984225087888474182e+00 9.027246187051909954e-02 7.087831972555888908e-05 5.427718847755205875e-04 9.443753592920098860e-01
3.528328370054194973e+00 1.847892659380853786e+00 6.626080320422893244e-02 2.403680059080848258e-05 2.082846798137589833e-04 1.511479263998203759e+00
1.407250494280862352e+00 1.088697327034147566e+00 5.460940731045124674e-02 9.050280096078902169e-05 1.793632706877490475e-05 1.723212197167021120e-01
9.133147292849896903e-01 2.312505126564717628e+00 3.785000520068712571e-02 3.563138279026524280e-05 6.073849709244510649e-04 2.849841499157661051e+00
4.783795063293410976e+00 1.933175911760973698e+00 6.996281377730939610e-02 9.981116068280181856e-05 2.574645713243240049e-04 1.344979652265930081e+00
6.405996554662191089e-01 7.749517339420385342e-01 9.246396254389423197e-02 2.728839998196763704e-06 3.621519756189205672e-04 8.326443009810208240e-01
4.465964974260256071e+00 9.230917118164111423e-01 3.789217806931585719e-02 5.894205813970865831e-06 7.864963829180785654e-04 1.800530937847147017e+00
6.036625436364578823e-01 2.951008113814361788e+00 2.657526394280707027e-02 7.954741616073196292e-05 4.768492143158804732e-04 2.314458468772914834e+00
1.556392076088590759e+00 8.936626010887972482e-01 6.251778612737346474e-02 5.566099598991266795e-05 6.492743981549877440e-04 2.466680305719647137e+00
3.690756999617925693e+00 1.208829758970115575e+00 6.599692306742076242e-02 6.627847710551339959e-05 8.194032242020589515e-04 1.967764527952752251e+00
3.598515916673172832e+00 1.098884793917227265e+00 3.434036835373276836e-02 5.112840787127126505e-05 4.033505136822267655e-04 1.705995856510057473e-01
2.510453885965058252e+00 1.766861274503717993e+00 4.032052273528886899e-02 3.966809832283618096e-05 7.547719769281638000e-04 1.984880191512644387e+00
2.946893344447851781e+00 1.982423000576218897e+00 3.304624041823616548e-02 7.356472477116166801e-05 1.714555137507717329e-04 1.546154652754409220e+00
4.527354738027428382e+00 9.449171445763424604e-01 2.844202768514047033e-02 5.474200087773932005e-05 4.037254781566662946e-04 4.848894440260143046e-02
2.350236954365286790e-01 1.437296265377011828e+00 5.474575120909478537e-02 6.438346833811650811e-05 5.799240891032510356e-04 1.365435485139224969e+00
1.263593778977758486e+00 1.528408261099736487e+00 5.068325257710564608e-02 6.080604898384633049e-05 5.379959933907574451e-04 5.187266473051612703e-01
1.014418348729437369e+00 7.442878601867406463e-01 4.411906069816935727e-02 9.175938644989243187e-05 1.362991077078745650e-04 2.586961646931956960e+00
3.525299782532941961e+00 1.608566170010004459e+00 7.884624371262599629e-02 1.853195303850105883e-05 1.656374377972249590e-04 4.104937714601658572e-01
2.556036739454833118e+00 2.769882190447348069e-01 9.123113267639818003e-02 1.199613907685251927e-05 8.964690584041755915e-04 2.871600051311546942e+00
1.405935474676455854e+00 1.664750289216700985e+00 8.740298795006302968e-02 3.296371938568123591e-05 5.858560433807607310e-04 1.215985071571745735e-01
